Topic,Characteristic,Note,Total,Men+,Women+,Total.1,Men+.1,Women+.1,Total.2,Men+.2,Women+.2,Total.3,Men+.3,Women+.3,Total.4,Men+.4,Women+.4,Total.5,Men+.5,Women+.5,Total.6,Men+.6,Women+.6,Total.7,Men+.7,Women+.7,Total.8,Men+.8,Women+.8,Total.9,Men+.9,Women+.9,Total.10,Men+.10,Women+.10,Total.11,Men+.11,Women+.11
Mother tongue,"        Indigenous languages, n.o.s.",,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,      Non-Indigenous languages,,231615.0,110330.0,121285.0,23.0,22.4,23.5,1162445.0,542225.0,620225.0,41.9,40.4,43.3,32900.0,16365.0,16535.0,6.1,6.2,6.0,571270.0,277530.0,293740.0,32.8,32.3,33.3,276815.0,125485.0,151330.0,42.3,39.1,45.3,12665.0,5505.0,7160.0,14.2,13.0,15.3
Mother tongue,        Afro-Asiatic languages,,55580.0,27700.0,27885.0,5.5,5.6,5.4,70715.0,35165.0,35550.0,2.6,2.6,2.5,7990.0,4300.0,3695.0,1.5,1.6,1.3,119100.0,63230.0,55865.0,6.8,7.4,6.3,4930.0,2745.0,2185.0,0.8,0.9,0.7,815.0,425.0,390.0,0.9,1.0,0.8
Mother tongue,          Berber languages,,500.0,275.0,225.0,0.0,0.1,0.0,115.0,70.0,45.0,0.0,0.0,0.0,915.0,490.0,425.0,0.2,0.2,0.2,15445.0,8305.0,7140.0,0.9,1.0,0.8,30.0,20.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
Mother tongue,            Kabyle,,355.0,190.0,165.0,0.0,0.0,0.0,75.0,40.0,35.0,0.0,0.0,0.0,730.0,385.0,345.0,0.1,0.1,0.1,14315.0,7650.0,6660.0,0.8,0.9,0.8,15.0,15.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
Mother tongue,            Tamazight,,125.0,70.0,50.0,0.0,0.0,0.0,30.0,20.0,5.0,0.0,0.0,0.0,135.0,75.0,60.0,0.0,0.0,0.0,985.0,570.0,415.0,0.1,0.1,0.0,10.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,"            Berber languages, n.i.e.",,20.0,15.0,10.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,55.0,35.0,25.0,0.0,0.0,0.0,150.0,85.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,          Chadic languages,,80.0,40.0,40.0,0.0,0.0,0.0,205.0,135.0,75.0,0.0,0.0,0.0,95.0,50.0,45.0,0.0,0.0,0.0,335.0,180.0,160.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,            Hausa,,50.0,30.0,20.0,0.0,0.0,0.0,190.0,125.0,65.0,0.0,0.0,0.0,50.0,25.0,30.0,0.0,0.0,0.0,175.0,100.0,70.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,            Mina,,30.0,15.0,20.0,0.0,0.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,45.0,30.0,20.0,0.0,0.0,0.0,165.0,80.0,90.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,          Coptic,,30.0,10.0,15.0,0.0,0.0,0.0,40.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,          Cushitic languages,,7610.0,3295.0,4320.0,0.8,0.7,0.8,12110.0,5465.0,6645.0,0.4,0.4,0.5,65.0,35.0,25.0,0.0,0.0,0.0,765.0,360.0,410.0,0.0,0.0,0.0,240.0,120.0,120.0,0.0,0.0,0.0,95.0,40.0,55.0,0.1,0.1,0.1
Mother tongue,            Bilen,,90.0,45.0,45.0,0.0,0.0,0.0,130.0,75.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,            Oromo,,210.0,110.0,95.0,0.0,0.0,0.0,875.0,420.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,50.0,45.0,0.0,0.0,0.0,35.0,15.0,20.0,0.0,0.0,0.0
Mother tongue,            Somali,,7150.0,3055.0,4090.0,0.7,0.6,0.8,11020.0,4925.0,6100.0,0.4,0.4,0.4,55.0,30.0,25.0,0.0,0.0,0.0,735.0,345.0,390.0,0.0,0.0,0.0,145.0,65.0,80.0,0.0,0.0,0.0,55.0,30.0,30.0,0.1,0.1,0.1
Mother tongue,"            Cushitic languages, n.i.e.",,165.0,80.0,85.0,0.0,0.0,0.0,80.0,45.0,35.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,          Semitic languages,,47365.0,24080.0,23285.0,4.7,4.9,4.5,58240.0,29480.0,28765.0,2.1,2.2,2.0,6915.0,3730.0,3190.0,1.3,1.4,1.1,102380.0,54295.0,48085.0,5.9,6.3,5.5,4655.0,2600.0,2050.0,0.7,0.8,0.6,715.0,380.0,330.0,0.8,0.9,0.7
Mother tongue,            Amharic,,1615.0,745.0,870.0,0.2,0.2,0.2,7465.0,3405.0,4065.0,0.3,0.3,0.3,5.0,0.0,0.0,0.0,0.0,0.0,495.0,235.0,255.0,0.0,0.0,0.0,290.0,150.0,140.0,0.0,0.0,0.0,65.0,25.0,45.0,0.1,0.1,0.1
Mother tongue,            Arabic,,43645.0,22255.0,21395.0,4.3,4.5,4.2,32985.0,17385.0,15600.0,1.2,1.3,1.1,6885.0,3710.0,3175.0,1.3,1.4,1.1,99450.0,52790.0,46660.0,5.7,6.1,5.3,2965.0,1710.0,1255.0,0.5,0.5,0.4,565.0,315.0,250.0,0.6,0.7,0.5
Mother tongue,            Aramaic languages,,115.0,55.0,65.0,0.0,0.0,0.0,5335.0,2555.0,2785.0,0.2,0.2,0.2,5.0,0.0,0.0,0.0,0.0,0.0,120.0,50.0,65.0,0.0,0.0,0.0,85.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,              Assyrian Neo-Aramaic,,65.0,30.0,40.0,0.0,0.0,0.0,4195.0,1975.0,2220.0,0.2,0.1,0.2,5.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,25.0,0.0,0.0,0.0,45.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,              Chaldean Neo-Aramaic,,15.0,15.0,5.0,0.0,0.0,0.0,945.0,475.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,35.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,"              Aramaic, n.o.s.",,30.0,15.0,15.0,0.0,0.0,0.0,195.0,105.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,            Harari,,40.0,15.0,25.0,0.0,0.0,0.0,700.0,310.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,            Hebrew,,475.0,265.0,210.0,0.0,0.1,0.0,4210.0,2280.0,1930.0,0.2,0.2,0.1,15.0,10.0,10.0,0.0,0.0,0.0,1580.0,845.0,735.0,0.1,0.1,0.1,1105.0,600.0,505.0,0.2,0.2,0.2,35.0,25.0,10.0,0.0,0.1,0.0
Mother tongue,            Maltese,,35.0,15.0,20.0,0.0,0.0,0.0,1090.0,525.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,15.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
Mother tongue,            Tigrigna,,1390.0,715.0,675.0,0.1,0.1,0.1,6310.0,2950.0,3360.0,0.2,0.2,0.2,5.0,0.0,5.0,0.0,0.0,0.0,705.0,360.0,340.0,0.0,0.0,0.0,190.0,90.0,100.0,0.0,0.0,0.0,40.0,20.0,25.0,0.0,0.0,0.1
Mother tongue,"            Semitic languages, n.i.e.",,45.0,20.0,25.0,0.0,0.0,0.0,140.0,75.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,        Austro-Asiatic languages,,7685.0,3470.0,4210.0,0.8,0.7,0.8,28750.0,12695.0,16050.0,1.0,0.9,1.1,1080.0,490.0,590.0,0.2,0.2,0.2,23210.0,10690.0,12525.0,1.3,1.2,1.4,12140.0,5385.0,6755.0,1.9,1.7,2.0,240.0,100.0,145.0,0.3,0.2,0.3
Mother tongue,          Khmer (Cambodian),,1085.0,490.0,595.0,0.1,0.1,0.1,1230.0,540.0,685.0,0.0,0.0,0.0,330.0,145.0,185.0,0.1,0.1,0.1,4580.0,2090.0,2500.0,0.3,0.2,0.3,230.0,100.0,130.0,0.0,0.0,0.0,25.0,10.0,15.0,0.0,0.0,0.0
Mother tongue,          Vietnamese,,6590.0,2980.0,3610.0,0.7,0.6,0.7,27445.0,12125.0,15320.0,1.0,0.9,1.1,750.0,350.0,400.0,0.1,0.1,0.1,18595.0,8585.0,10005.0,1.1,1.0,1.1,11870.0,5265.0,6610.0,1.8,1.6,2.0,220.0,85.0,135.0,0.2,0.2,0.3
Mother tongue,"          Austro-Asiatic languages, n.i.e",,5.0,5.0,5.0,0.0,0.0,0.0,75.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,15.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,        Austronesian languages,,8640.0,3295.0,5345.0,0.9,0.7,1.0,102870.0,41175.0,61695.0,3.7,3.1,4.3,525.0,235.0,290.0,0.1,0.1,0.1,15495.0,6045.0,9455.0,0.9,0.7,1.1,24020.0,9625.0,14395.0,3.7,3.0,4.3,1455.0,570.0,885.0,1.6,1.3,1.9
Mother tongue,          Bikol,,30.0,20.0,10.0,0.0,0.0,0.0,330.0,145.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,40.0,50.0,0.0,0.0,0.0,110.0,40.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,"          Bisaya, n.o.s.",,150.0,55.0,90.0,0.0,0.0,0.0,1385.0,580.0,810.0,0.0,0.0,0.1,5.0,0.0,5.0,0.0,0.0,0.0,305.0,120.0,180.0,0.0,0.0,0.0,225.0,80.0,145.0,0.0,0.0,0.0,35.0,15.0,20.0,0.0,0.0,0.0
Mother tongue,          Cebuano,,340.0,115.0,220.0,0.0,0.0,0.0,2750.0,1095.0,1660.0,0.1,0.1,0.1,15.0,5.0,10.0,0.0,0.0,0.0,680.0,250.0,430.0,0.0,0.0,0.0,655.0,230.0,430.0,0.1,0.1,0.1,70.0,25.0,45.0,0.1,0.1,0.1
Mother tongue,          Fijian,,5.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,          Hiligaynon,,165.0,60.0,100.0,0.0,0.0,0.0,2140.0,840.0,1305.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,390.0,130.0,260.0,0.0,0.0,0.0,570.0,210.0,360.0,0.1,0.1,0.1,35.0,20.0,15.0,0.0,0.0,0.0
Mother tongue,          Ilocano,,725.0,295.0,430.0,0.1,0.1,0.1,9165.0,3735.0,5430.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,670.0,980.0,0.1,0.1,0.1,1840.0,760.0,1080.0,0.3,0.2,0.3,105.0,45.0,60.0,0.1,0.1,0.1
Mother tongue,          Indonesian,,365.0,145.0,220.0,0.0,0.0,0.0,1905.0,850.0,1055.0,0.1,0.1,0.1,20.0,10.0,15.0,0.0,0.0,0.0,405.0,165.0,240.0,0.0,0.0,0.0,1085.0,490.0,595.0,0.2,0.2,0.2,20.0,5.0,15.0,0.0,0.0,0.0
Mother tongue,          Kankanaey,,20.0,10.0,15.0,0.0,0.0,0.0,245.0,110.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,45.0,20.0,25.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
Mother tongue,          Kinaray-a,,15.0,5.0,15.0,0.0,0.0,0.0,185.0,75.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,15.0,0.0,0.0,0.0,50.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,          Malagasy languages,,70.0,30.0,40.0,0.0,0.0,0.0,20.0,10.0,15.0,0.0,0.0,0.0,255.0,120.0,140.0,0.0,0.0,0.1,410.0,185.0,225.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,            Merina,,20.0,10.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,145.0,70.0,80.0,0.0,0.0,0.0,285.0,120.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,"            Malagasy, n.o.s.",,50.0,25.0,30.0,0.0,0.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,115.0,50.0,65.0,0.0,0.0,0.0,130.0,65.0,65.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,          Malay,,55.0,15.0,40.0,0.0,0.0,0.0,195.0,95.0,100.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,45.0,20.0,30.0,0.0,0.0,0.0,85.0,45.0,40.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0
Mother tongue,"          Pampangan (Kapampangan, Pampango)",,50.0,25.0,25.0,0.0,0.0,0.0,875.0,400.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,75.0,90.0,0.0,0.0,0.0,210.0,95.0,120.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0
Mother tongue,          Pangasinan,,20.0,10.0,10.0,0.0,0.0,0.0,450.0,180.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,40.0,50.0,0.0,0.0,0.0,105.0,40.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Mother tongue,"          Tagalog (Pilipino, Filipino)",,6440.0,2440.0,3995.0,0.6,0.5,0.8,82185.0,32660.0,49530.0,3.0,2.4,3.5,170.0,80.0,85.0,0.0,0.0,0.0,10970.0,4220.0,6755.0,0.6,0.5,0.8,18675.0,7450.0,11220.0,2.9,2.3,3.4,1145.0,435.0,705.0,1.3,1.0,1.5
Mother tongue,          Waray-Waray,,40.0,15.0,25.0,0.0,0.0,0.0,270.0,105.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,20.0,0.0,0.0,0.0,65.0,25.0,40.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0
Mother tongue,"          Austronesian languages, n.i.e.",,145.0,50.0,90.0,0.0,0.0,0.0,755.0,305.0,450.0,0.0,0.0,0.0,50.0,20.0,25.0,0.0,0.0,0.0,215.0,100.0,115.0,0.0,0.0,0.0,250.0,105.0,145.0,0.0,0.0,0.0,15.0,5.0,5.0,0.0,0.0,0.0
Mother tongue,        Creole languages,,4355.0,1865.0,2490.0,0.4,0.4,0.5,2720.0,1235.0,1480.0,0.1,0.1,0.1,815.0,375.0,435.0,0.2,0.1,0.2,36965.0,16655.0,20310.0,2.1,1.9,2.3,100.0,50.0,55.0,0.0,0.0,0.0,20.0,5.0,15.0,0.0,0.0,0.0
Mother tongue,          Haitian Creole,,3240.0,1370.0,1865.0,0.3,0.3,0.4,720.0,315.0,405.0,0.0,0.0,0.0,545.0,255.0,295.0,0.1,0.1,0.1,27145.0,12010.0,15135.0,1.6,1.4,1.7,20.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
Mother tongue,          Jamaican English Creole,,25.0,15.0,10.0,0.0,0.0,0.0,150.0,65.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,          Krio,,25.0,15.0,15.0,0.0,0.0,0.0,100.0,45.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,          Morisyen,,220.0,110.0,110.0,0.0,0.0,0.0,565.0,265.0,300.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,910.0,440.0,470.0,0.1,0.1,0.1,35.0,15.0,20.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0
Mother tongue,          Sango,,20.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,75.0,90.0,0.0,0.0,0.0,50.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,"          Creole, n.o.s.",,750.0,310.0,445.0,0.1,0.1,0.1,765.0,350.0,415.0,0.0,0.0,0.0,60.0,25.0,40.0,0.0,0.0,0.0,8605.0,4065.0,4535.0,0.5,0.5,0.5,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,"          Creole languages, n.i.e.",,65.0,25.0,40.0,0.0,0.0,0.0,420.0,200.0,215.0,0.0,0.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,230.0,100.0,125.0,0.0,0.0,0.0,30.0,10.0,15.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
Mother tongue,        Dravidian languages,,5840.0,3050.0,2785.0,0.6,0.6,0.5,67995.0,34355.0,33640.0,2.5,2.6,2.4,70.0,35.0,35.0,0.0,0.0,0.0,12090.0,6330.0,5765.0,0.7,0.7,0.7,3015.0,1730.0,1285.0,0.5,0.5,0.4,205.0,115.0,85.0,0.2,0.3,0.2
Mother tongue,          Kannada,,330.0,165.0,165.0,0.0,0.0,0.0,1185.0,600.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,140.0,90.0,0.0,0.0,0.0,140.0,75.0,65.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0
Mother tongue,          Malayalam,,1350.0,725.0,625.0,0.1,0.1,0.1,7290.0,4225.0,3065.0,0.3,0.3,0.2,10.0,5.0,5.0,0.0,0.0,0.0,1315.0,700.0,610.0,0.1,0.1,0.1,580.0,340.0,235.0,0.1,0.1,0.1,105.0,65.0,40.0,0.1,0.2,0.1
Mother tongue,          Tamil,,2920.0,1465.0,1455.0,0.3,0.3,0.3,52905.0,25655.0,27250.0,1.9,1.9,1.9,25.0,10.0,15.0,0.0,0.0,0.0,9175.0,4555.0,4615.0,0.5,0.5,0.5,1615.0,855.0,755.0,0.2,0.3,0.2,40.0,15.0,25.0,0.0,0.0,0.1
Mother tongue,          Telugu,,1200.0,675.0,520.0,0.1,0.1,0.1,6450.0,3790.0,2660.0,0.2,0.3,0.2,30.0,15.0,15.0,0.0,0.0,0.0,1350.0,915.0,430.0,0.1,0.1,0.0,665.0,450.0,215.0,0.1,0.1,0.1,50.0,20.0,25.0,0.1,0.0,0.1
Mother tongue,          Tulu,,25.0,15.0,15.0,0.0,0.0,0.0,115.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,"          Dravidian languages, n.i.e.",,15.0,5.0,10.0,0.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,        Georgian,,40.0,20.0,20.0,0.0,0.0,0.0,1095.0,590.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,45.0,55.0,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
Mother tongue,        Hmong-Mien languages,,5.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,        Indo-European languages,,97715.0,46940.0,50770.0,9.7,9.5,9.9,571820.0,274720.0,297095.0,20.6,20.5,20.8,16515.0,8075.0,8440.0,3.0,3.0,3.0,289040.0,139810.0,149235.0,16.6,16.3,16.9,86610.0,42565.0,44040.0,13.2,13.3,13.2,6130.0,2765.0,3365.0,6.9,6.5,7.2
Mother tongue,          Albanian,,765.0,390.0,380.0,0.1,0.1,0.1,9195.0,4540.0,4660.0,0.3,0.3,0.3,230.0,120.0,110.0,0.0,0.0,0.0,1795.0,885.0,910.0,0.1,0.1,0.1,170.0,90.0,80.0,0.0,0.0,0.0,45.0,20.0,30.0,0.1,0.0,0.1
Mother tongue,          Armenian,,450.0,220.0,230.0,0.0,0.0,0.0,7615.0,3645.0,3970.0,0.3,0.3,0.3,50.0,20.0,30.0,0.0,0.0,0.0,5565.0,2645.0,2920.0,0.3,0.3,0.3,315.0,165.0,150.0,0.0,0.1,0.0,10.0,5.0,5.0,0.0,0.0,0.0
Mother tongue,          Balto-Slavic languages,,20590.0,9180.0,11410.0,2.0,1.9,2.2,105980.0,47080.0,58905.0,3.8,3.5,4.1,2230.0,1070.0,1160.0,0.4,0.4,0.4,29665.0,13025.0,16635.0,1.7,1.5,1.9,14805.0,6655.0,8150.0,2.3,2.1,2.4,1195.0,485.0,705.0,1.3,1.1,1.5
Mother tongue,            Baltic languages,,405.0,165.0,240.0,0.0,0.0,0.0,2645.0,1030.0,1610.0,0.1,0.1,0.1,5.0,5.0,0.0,0.0,0.0,0.0,315.0,125.0,195.0,0.0,0.0,0.0,250.0,90.0,160.0,0.0,0.0,0.0,35.0,15.0,20.0,0.0,0.0,0.0
Mother tongue,              Latvian,,215.0,90.0,125.0,0.0,0.0,0.0,1165.0,450.0,715.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,115.0,55.0,60.0,0.0,0.0,0.0,95.0,40.0,60.0,0.0,0.0,0.0,20.0,5.0,10.0,0.0,0.0,0.0
Mother tongue,              Lithuanian,,185.0,80.0,105.0,0.0,0.0,0.0,1480.0,585.0,895.0,0.1,0.0,0.1,5.0,5.0,0.0,0.0,0.0,0.0,205.0,70.0,140.0,0.0,0.0,0.0,150.0,50.0,105.0,0.0,0.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0
Mother tongue,            Slavic languages,,20185.0,9015.0,11175.0,2.0,1.8,2.2,103340.0,46045.0,57290.0,3.7,3.4,4.0,2220.0,1060.0,1160.0,0.4,0.4,0.4,29350.0,12905.0,16445.0,1.7,1.5,1.9,14555.0,6565.0,7990.0,2.2,2.0,2.4,1160.0,475.0,685.0,1.3,1.1,1.5
Mother tongue,              Belarusian,,50.0,25.0,20.0,0.0,0.0,0.0,135.0,55.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,15.0,0.0,0.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,              Bulgarian,,870.0,405.0,460.0,0.1,0.1,0.1,3830.0,1780.0,2050.0,0.1,0.1,0.1,210.0,90.0,115.0,0.0,0.0,0.0,3100.0,1440.0,1660.0,0.2,0.2,0.2,435.0,185.0,250.0,0.1,0.1,0.1,40.0,20.0,15.0,0.0,0.0,0.0
Mother tongue,              Czech,,780.0,330.0,445.0,0.1,0.1,0.1,2410.0,1075.0,1335.0,0.1,0.1,0.1,25.0,15.0,15.0,0.0,0.0,0.0,555.0,255.0,300.0,0.0,0.0,0.0,1000.0,490.0,510.0,0.2,0.2,0.2,100.0,40.0,50.0,0.1,0.1,0.1
Mother tongue,              Macedonian,,100.0,45.0,55.0,0.0,0.0,0.0,5090.0,2400.0,2690.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,95.0,40.0,55.0,0.0,0.0,0.0,80.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother tongue,              Polish,,5110.0,2240.0,2865.0,0.5,0.5,0.6,20795.0,8965.0,11835.0,0.8,0.7,0.8,220.0,90.0,130.0,0.0,0.0,0.0,5875.0,2530.0,3345.0,0.3,0.3,0.4,2505.0,1125.0,1380.0,0.4,0.4,0.4,315.0,135.0,180.0,0.4,0.3,0.4
Mother tongue,              Russian,,7295.0,3220.0,4075.0,0.7,0.7,0.8,33770.0,14690.0,19080.0,1.2,1.1,1.3,670.0,305.0,360.0,0.1,0.1,0.1,14020.0,6080.0,7940.0,0.8,0.7,0.9,5155.0,2235.0,2920.0,0.8,0.7,0.9,350.0,145.0,200.0,0.4,0.3,0.4
Mother tongue,              Rusyn,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
